TRIP
DATE 2005-07-01 
DECLINATION     0.00
DATA
3.120	-3.480
3.360	-3.900
3.480	-4.020
3.600	-4.020
3.660	-3.720
3.600	-3.480
3.300	-2.760
3.660	-3.300
4.080	-3.540
4.140	-3.420
3.840	-2.760
3.480	-2.100
3.600	-2.100
4.380	-2.940
4.440	-3.060
3.900	-1.920
3.900	-1.800
4.260	-2.160
4.800	-2.640
4.920	-2.700
4.980	-2.580
4.680	-1.620
4.440	-1.380
4.200	-1.560
4.200	-1.680
4.560	-2.280
4.680	-2.340
4.800	-2.280
4.800	-2.100
4.260	-1.320
3.960	-1.020
4.260	-1.200
5.040	-1.980
5.160	-1.800
5.040	-1.680
4.980	-1.200
4.800	-0.900
4.680	-0.840
4.500	-1.020
4.740	-1.500
5.280	-1.980
5.400	-1.980
5.460	-1.800
5.340	-1.680
5.340	-1.500
5.040	-0.900
5.580	-1.560
5.400	-1.200
5.280	-1.080
POLYLINE BLACK
1.440	-5.460
1.920	-5.940
1.800	-5.640
1.440	-5.100
1.380	-4.860
1.500	-4.740
1.920	-5.040
2.280	-5.580
1.860	-4.860
1.800	-4.500
1.860	-4.380
2.700	-5.160
2.820	-5.160
2.940	-5.040
2.940	-4.740
2.820	-4.560
2.820	-4.140
2.640	-3.840
2.460	-3.660
2.400	-3.900
2.400	-4.080
2.820	-4.560
3.060	-4.620
3.180	-4.680
3.480	-4.560
POLYLINE BLACK
1.020	-5.100
POLYLINE BLACK
-0.900	-1.020
-0.720	-1.620
-0.720	-1.980
-0.600	-2.520
-0.600	-2.760
-0.300	-4.500
-0.240	-4.800
-0.240	-5.040
-0.120	-5.700
-0.120	-5.940
-0.060	-6.240
-0.060	-6.720
0.000	-7.200
0.000	-7.620
0.060	-7.920
0.060	-8.280
0.120	-8.640
0.120	-9.120
0.360	-9.900
POLYLINE BLACK
4.200	-12.660
4.080	-12.600
3.780	-12.600
3.660	-12.660
3.420	-12.600
3.060	-12.540
2.880	-12.600
2.760	-12.480
2.520	-12.480
2.400	-12.360
2.220	-12.360
1.860	-12.120
1.740	-12.120
1.020	-11.520
0.900	-11.220
0.720	-10.980
0.660	-10.680
0.360	-10.200
0.360	-9.960
0.300	-9.540
