[495] Ciekawa Interessante Höhle
SURVEY NAME: 2018-08-12 - URODZINY 2
SURVEY DATE: 8 12 2018  COMMENT:   Jakub Pysz (Palm), Adam Wladzinski, Filip Filar
SURVEY TEAM:

DECLINATION:     3.55  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT
bg104        bg105           15.94   221.48    -8.83     0.00     0.00     0.00     0.00
bg105        bg105.01       105.71   100.55    83.02     0.00     0.00     0.00     0.00
bg104        bg106            8.83   136.74    -9.76     0.00     0.00     0.00     0.00
bg099        bg107           12.73   342.84    16.43     0.00     0.00     0.00     0.00
bg107        bg108            2.82    11.82    13.60     0.00     0.00     0.00     0.00
bg108        bg109            5.84   301.65     0.10     0.00     0.00     0.00     0.00
bg109        bg110            8.83   345.90   -22.75     0.00     0.00     0.00     0.00
bg110        bg111            9.12   315.09    12.38     0.00     0.00     0.00     0.00
bg111        bg112            9.45    25.69   -13.18     0.00     0.00     0.00     0.00
bg112        bg113            6.04   330.41    47.64     0.00     0.00     0.00     0.00
bg113        bg114            9.12    65.18    13.52     0.00     0.00     0.00     0.00
bg113        bg145            6.30   236.52    59.57     0.00     0.00     0.00     0.00
bg088        bg146           12.04    64.17   -34.24     0.00     0.00     0.00     0.00
bg146        bg147            5.71    94.46    -8.23     0.00     0.00     0.00     0.00
bg147        bg148           18.64   156.37    45.94     0.00     0.00     0.00     0.00
bg148        bg149            7.38    70.68    13.93     0.00     0.00     0.00     0.00
bg146        bg150            8.14   354.63    26.07     0.00     0.00     0.00     0.00
bg150        bg151           29.92    99.76    76.22     0.00     0.00     0.00     0.00
bg151        bg068            9.88     1.60    33.50     0.00     0.00     0.00     0.00

[495] Ciekawa Interessante Höhle
SURVEY NAME: 2013-08-07 - DZIKI ZACHOD
SURVEY DATE: 8 7 2013  COMMENT:   Oliwia Rysnik (kartowanie+spray), Ewelina Raczynska(Disto)
SURVEY TEAM:

DECLINATION:     2.90  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

wt085        wt085.01        16.93   254.38   -22.99     0.00     0.00     0.00     0.00
wt085.01     wt085.02        12.04   313.00   -31.67     0.00     0.00     0.00     0.00
wt085.02     wt085.03         8.17   263.38   -29.11     0.00     0.00     0.00     0.00
wt085.03     wt085.04         5.91   309.17   -31.36     0.00     0.00     0.00     0.00
wt085.04     wt085.05        22.34   346.81   -37.22     0.00     0.00     0.00     0.00
wt085.05     wt085.06         4.36    39.22   -48.46     0.00     0.00     0.00     0.00
wt085.06     wt085.07         5.45   272.48   -33.40     0.00     0.00     0.00     0.00
wt085.07     w85.07.1         4.10   261.80   -38.42     0.00     0.00     0.00     0.00  ;domiar
wt085.06     wt085.08         5.91   355.11   -22.28     0.00     0.00     0.00     0.00
wt085.08     w85.08.1        12.70   119.42   -27.92     0.00     0.00     0.00     0.00  ;domiar
wt085        wt086           26.61    60.91   -13.06     0.00     0.00     0.00     0.00
wt086        wt087           13.65   134.68   -12.87     0.00     0.00     0.00     0.00
wt087        wt088           73.13    96.61   -81.39     0.00     0.00     0.00     0.00
wt088        wt088.01        16.01   153.51    42.79     0.00     0.00     0.00     0.00
wt088.01     wt088.02        40.35   113.74    61.85     0.00     0.00     0.00     0.00  ;domiar
wt088        wt089           33.79   333.78    -3.63     0.00     0.00     0.00     0.00
wt089        wt090           20.24    12.68   -18.65     0.00     0.00     0.00     0.00
wt090        wt091           32.25   329.14   -27.13     0.00     0.00     0.00     0.00
wt091        wt092           32.09   230.77   -17.90     0.00     0.00     0.00     0.00
wt092        wt093           32.55   275.27   -30.32     0.00     0.00     0.00     0.00
wt093        wt094           13.09   182.43   -16.80     0.00     0.00     0.00     0.00
wt094        wt095           14.73   227.90   -17.69     0.00     0.00     0.00     0.00
wt095        wt096            8.37   152.72    15.70     0.00     0.00     0.00     0.00
wt096        wt097           28.54   213.10   -45.52     0.00     0.00     0.00     0.00
wt097        wt098           24.21   338.14   -14.71     0.00     0.00     0.00     0.00

[495] Ciekawa Interessante Höhle
SURVEY NAME: 2013-08-08 - PARTIE DRZEMIACEGO SMOKA
SURVEY DATE: 8 8 2013  COMMENT:   Rafal Klimara(palm+sray), Ewelina Raczynska (Disto)
SURVEY TEAM:

DECLINATION:     2.90  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

sm024        sm025            4.53   327.96     7.14     0.00     0.00     0.00     0.00
sm025        sm026            9.02   250.82     1.40     0.00     0.00     0.00     0.00
sm026        sm027           11.35   237.46     1.95     0.00     0.00     0.00     0.00
sm027        sm028            4.46   157.74    40.65     0.00     0.00     0.00     0.00
sm028        sm029           12.14   219.09    10.73     0.00     0.00     0.00     0.00
sm029        sm030           12.07   229.60   -13.18     0.00     0.00     0.00     0.00
sm030        sm031            5.84   213.50   -38.17     0.00     0.00     0.00     0.00
sm031        sm032            8.17   257.25   -15.25     0.00     0.00     0.00     0.00
sm032        sm033           11.09   267.21   -29.60     0.00     0.00     0.00     0.00
sm033        sm034            6.46   220.13    -0.06     0.00     0.00     0.00     0.00
sm034        sm035           12.89   326.14    -2.92     0.00     0.00     0.00     0.00
sm035        sm036           12.80   264.45   -10.84     0.00     0.00     0.00     0.00
sm036        sm037            0.89   250.87     8.02     0.00     0.00     0.00     0.00
sm037        sm038            4.53   168.30   -22.20     0.00     0.00     0.00     0.00
sm038        sm039           10.66   222.17   -16.60     0.00     0.00     0.00     0.00
sm039        sm040            3.58   209.88   -20.69     0.00     0.00     0.00     0.00
sm040        sm041           16.44   248.92     5.56     0.00     0.00     0.00     0.00
sm041        sm042            4.36   235.41   -27.00     0.00     0.00     0.00     0.00
sm042        sm043           12.07   273.18     2.07     0.00     0.00     0.00     0.00
sm043        sm044            7.15   311.10   -26.57     0.00     0.00     0.00     0.00
sm044        sm045            5.87   315.20   -26.43     0.00     0.00     0.00     0.00
sm045        sm045.01         9.78   326.97    75.98     0.00     0.00     0.00     0.00  ;domiar
sm045        sm046           14.21   204.44   -82.49     0.00     0.00     0.00     0.00
sm046        sm047           13.48   247.15   -12.03     0.00     0.00     0.00     0.00
sm047        sm048            8.43   232.32    18.54     0.00     0.00     0.00     0.00
sm048        sm049            5.18   198.06   -12.26     0.00     0.00     0.00     0.00
sm049        sm050            6.96   299.11   -33.38     0.00     0.00     0.00     0.00
sm050        sm051            6.17   299.23   -47.52     0.00     0.00     0.00     0.00
sm051        sm051.01        15.78   326.85   -70.34     0.00     0.00     0.00     0.00  ;domiar
sm046        sm052            9.12    68.90   -13.93     0.00     0.00     0.00     0.00
sm052        sm053           13.65    19.58   -17.45     0.00     0.00     0.00     0.00
sm053        sm054            6.86    94.91   -13.64     0.00     0.00     0.00     0.00
sm054        sm055            7.91    72.33   -29.15     0.00     0.00     0.00     0.00
sm055        sm056            8.73    27.78     1.48     0.00     0.00     0.00     0.00
sm056        sm057            7.91    99.07    -7.08     0.00     0.00     0.00     0.00
sm057        sm058           13.29     5.42   -25.89     0.00     0.00     0.00     0.00
sm058        sm059           12.66    45.67   -33.39     0.00     0.00     0.00     0.00
sm059        sm060            8.50    46.25    -2.10     0.00     0.00     0.00     0.00
sm060        sm061           17.22    43.05    -1.61     0.00     0.00     0.00     0.00
sm061        sm062            3.58     8.29   -30.35     0.00     0.00     0.00     0.00
sm062        sm063           52.92    53.92     7.48     0.00     0.00     0.00     0.00

[495] Ciekawa Interessante Höhle
SURVEY NAME: 2013-08-08 - WSPIN NAD BIALA SALKA KONTY
SURVEY DATE: 8 8 2013  COMMENT:   Rafal Klimara (kartowanie), Ewelina Raczynska
SURVEY TEAM:

DECLINATION:     2.90  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

hv023.10     hv023.11        11.84    12.86   -15.76     0.00     0.00     0.00     0.00
hv023.11     h23.11.1        46.39   106.04    61.02     0.00     0.00     0.00     0.00  ;domiar
hv023.11     hv023.12        14.11   250.05   -79.08     0.00     0.00     0.00     0.00
hv023.12     hv023.13        12.30   295.29   -36.82     0.00     0.00     0.00     0.00
hv023.13     hv023.14        16.70   334.49   -49.34     0.00     0.00     0.00     0.00
hv023.14     hv023.15        20.41   289.95   -23.52     0.00     0.00     0.00     0.00
hv023.15     hv023.16         7.15   246.38   -21.25     0.00     0.00     0.00     0.00
hv023.16     hv023.17         4.33   222.75    -6.98     0.00     0.00     0.00     0.00
hv023.17     h23.17.1         8.76   218.26     6.42     0.00     0.00     0.00     0.00  ;domiar
hv023.11     hv023.18         7.25    59.89     3.31     0.00     0.00     0.00     0.00
hv023.18     h23.18.1        49.84   151.05    78.70     0.00     0.00     0.00     0.00  ;domiar
hv023.18     h23.18.2        30.94   129.12   -74.71     0.00     0.00     0.00     0.00  ;domiar
hv023.18     hv023.19        11.15   111.71   -27.96     0.00     0.00     0.00     0.00
hv023.19     h23.19.1        22.18   179.14   -80.33     0.00     0.00     0.00     0.00  ;domiar
hv023.19     h23.19.2        41.70   102.67    81.73     0.00     0.00     0.00     0.00  ;domiar

[495] Ciekawa Interessante Höhle
SURVEY NAME: 2013-08-09 - DZIKI ZACHOD
SURVEY DATE: 8 9 2013  COMMENT:   Dariusz Lubomski(kartowanie+spray), Tomasz Biela (Disto)
SURVEY TEAM:

DECLINATION:     2.90  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

wt098        wt099           19.78   331.27    -8.45     0.00     0.00     0.00     0.00
wt099        wt100           18.77   232.79     1.71     0.00     0.00     0.00     0.00
wt100        wt101           28.08   245.42   -22.89     0.00     0.00     0.00     0.00

[495] Ciekawa Interessante Höhle
SURVEY NAME: 2013-08-09 - STUDNIA NA ROZDROZU
SURVEY DATE: 8 9 2013  COMMENT:   Bartosz Chrusciel (spray), Adam Mioduszewski(kartowanie), Ewelina Raczynska(Disto)
SURVEY TEAM:

DECLINATION:     2.90  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

hg117.12     hg117.11         8.33   264.32    15.14     0.00     0.00     0.00     0.00
hg117.11     hg117.10         5.09   261.72    -9.18     0.00     0.00     0.00     0.00
hg117.10     hg117.09        31.30   239.46    67.15     0.00     0.00     0.00     0.00
hg117.09     hg117.08         6.56   111.91    45.31     0.00     0.00     0.00     0.00
hg117.08     hg117.07        10.07   218.03    19.71     0.00     0.00     0.00     0.00
hg117.07     hg117.06         5.87   218.68    26.27     0.00     0.00     0.00     0.00
hg117.06     hg117.05        21.69   282.16    69.40     0.00     0.00     0.00     0.00
hg117.05     hg117.04        15.81   264.45    55.21     0.00     0.00     0.00     0.00
hg117.04     hg117.03        29.23   245.36    85.55     0.00     0.00     0.00     0.00
hg117.03     hg117.02         3.38   181.55    20.96     0.00     0.00     0.00     0.00
hg117.02     hg117.01         8.14   170.33    39.52     0.00     0.00     0.00     0.00
hg117.01     hg117           13.25    72.72    43.33     0.00     0.00     0.00     0.00

[495] Ciekawa Interessante Höhle
SURVEY NAME: 2013-08-10 - 3 STUDNIA OPTYMISTYCZNA
SURVEY DATE: 8 10 2013  COMMENT:   Dariusz Lubomski (kartowanie), Tomasz Biela i Michal Humienik(Disto + spray)
SURVEY TEAM:

DECLINATION:     2.90  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

ws096        ws096.01        29.10    58.09   -60.11     0.00     0.00     0.00     0.00
ws096.01     ws096.02        13.52    28.69   -31.92     0.00     0.00     0.00     0.00
ws096.01     ws096.1a        11.88   181.73   -11.54     0.00     0.00     0.00     0.00  ;domiar
ws096.02     ws096.03         4.89   350.40    17.14     0.00     0.00     0.00     0.00
ws096.03     ws096.04        10.24    36.67   -25.40     0.00     0.00     0.00     0.00
ws096.04     ws096.05        11.71     7.96     0.06     0.00     0.00     0.00     0.00
ws096.05     ws096.06         2.36     0.32     8.34     0.00     0.00     0.00     0.00
ws096.06     ws096.07         3.22   230.34    -6.22     0.00     0.00     0.00     0.00
ws096.07     ws096.08         5.54   333.50   -47.83     0.00     0.00     0.00     0.00
ws096.08     ws096.09         8.53   306.05   -23.85     0.00     0.00     0.00     0.00
ws096.09     ws096.10        15.68   258.16   -46.87     0.00     0.00     0.00     0.00
ws096.10     ws096.11         6.20    11.40    11.24     0.00     0.00     0.00     0.00
ws096.11     ws096.12         3.54    60.33    -5.26     0.00     0.00     0.00     0.00
ws096.11     ws09611a        16.17   225.29    23.33     0.00     0.00     0.00     0.00  ;domiar
ws096.12     ws096.13        10.73    17.68   -16.56     0.00     0.00     0.00     0.00
ws096.13     ws096.14         5.41   354.49     7.91     0.00     0.00     0.00     0.00
ws096.14     ws09614a        41.44   320.51   -72.03     0.00     0.00     0.00     0.00  ;domiar

[495] Ciekawa Interessante Höhle
SURVEY NAME: 2013-08-13 - KOLO
SURVEY DATE: 8 13 2013  COMMENT:   Tomasz Olczak (palm + spray), Rafal Klimara  (Disto)
SURVEY TEAM:

DECLINATION:     2.90  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

wm055.02     wm055.03         7.58   251.78   -14.67     0.00     0.00     0.00     0.00
wm055.02     wm0552'          9.65   296.49    -8.06     0.00     0.00     0.00     0.00  ;domiar
wm055.03     wm055.04         5.25   225.17   -24.97     0.00     0.00     0.00     0.00
wm055.04     wm055.05         3.51   234.84    -6.04     0.00     0.00     0.00     0.00
wm055.05     wm055.06         5.15   258.98     2.01     0.00     0.00     0.00     0.00
wm055.06     wm055.07         2.66   333.51    30.88     0.00     0.00     0.00     0.00
wm055.07     wm055.08         3.08   114.62    60.72     0.00     0.00     0.00     0.00
wm055.08     wm059           11.78   275.11    25.22     0.00     0.00     0.00     0.00

[495] Ciekawa Interessante Höhle
SURVEY NAME: 2013-08-13 - RURA FREATYCZNA 2
SURVEY DATE: 8 13 2013  COMMENT:   Tomasz Olczak (palm + spray), Rafal Klimara  (Disto)
SURVEY TEAM:

DECLINATION:     2.90  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

pr006        pr101           11.45   347.31   -20.37     0.00     0.00     0.00     0.00
pr101        pr102           17.59   272.93   -49.72     0.00     0.00     0.00     0.00
pr102        pr103            3.58   256.19   -14.76     0.00     0.00     0.00     0.00
pr103        pr104           11.09   255.88   -47.44     0.00     0.00     0.00     0.00
pr104        pr105           14.34   270.84   -17.66     0.00     0.00     0.00     0.00
pr105        pr106           15.62   259.51   -42.48     0.00     0.00     0.00     0.00
pr106        pr107            7.02   186.67   -21.99     0.00     0.00     0.00     0.00
pr107        pr108            7.91    88.27    11.44     0.00     0.00     0.00     0.00
pr108        pr109           13.58   106.51   -18.62     0.00     0.00     0.00     0.00
pr109        pr110            7.38    32.12   -36.15     0.00     0.00     0.00     0.00
pr110        pr111           28.02   102.26    30.08     0.00     0.00     0.00     0.00
pr111        pr112           12.40    27.17    -6.68     0.00     0.00     0.00     0.00
pr111        pr113           15.85    93.17    38.83     0.00     0.00     0.00     0.00
pr113        pr114           18.60    96.86    25.48     0.00     0.00     0.00     0.00
pr114        pr115           16.17   178.98     8.80     0.00     0.00     0.00     0.00
pr115        pr116           12.43    95.82     8.83     0.00     0.00     0.00     0.00
pr116        pr117           10.93   175.97     4.93     0.00     0.00     0.00     0.00
pr117        pr118           11.38   132.24     3.42     0.00     0.00     0.00     0.00
pr118        pr119            4.43   252.31   -24.08     0.00     0.00     0.00     0.00
pr119        pr120           18.70   256.51   -49.83     0.00     0.00     0.00     0.00
pr120        pr121            8.43   174.46   -55.30     0.00     0.00     0.00     0.00
pr120        pr122           12.60   130.10    31.28     0.00     0.00     0.00     0.00
pr122        pr123           12.50   155.34    11.42     0.00     0.00     0.00     0.00
pr123        pr124            5.58    35.33   -15.53     0.00     0.00     0.00     0.00
pr124        pr125            7.02    71.67    21.13     0.00     0.00     0.00     0.00
pr111        pr126            9.58   309.08   -37.25     0.00     0.00     0.00     0.00
pr126        pr127           10.63   248.63   -79.82     0.00     0.00     0.00     0.00
pr127        pr128           12.37   238.11   -72.66     0.00     0.00     0.00     0.00
pr128        pr129            9.32    81.41    -7.48     0.00     0.00     0.00     0.00
pr128        pr130           13.25   322.90    -5.81     0.00     0.00     0.00     0.00
pr130        pr131           10.40   323.27   -13.68     0.00     0.00     0.00     0.00
pr131        pr132           13.45    83.45    -5.62     0.00     0.00     0.00     0.00
pr132        pr132"          21.10    80.52    40.34     0.00     0.00     0.00     0.00  ;domiar
pr132        pr132'          26.67   295.97    -0.66     0.00     0.00     0.00     0.00  ;domiar
pr131        pr133           13.62   248.19    36.00     0.00     0.00     0.00     0.00
pr133        pr134            9.94   273.48    -0.72     0.00     0.00     0.00     0.00
pr134        pr135           12.17   213.37    37.69     0.00     0.00     0.00     0.00
pr135        pr136            5.05   261.80     2.61     0.00     0.00     0.00     0.00
pr136        pr137            3.84   245.79     5.44     0.00     0.00     0.00     0.00
pr137        pr107           15.94   111.42    33.88     0.00     0.00     0.00     0.00
pr137        pr139           11.02    17.54   -51.49     0.00     0.00     0.00     0.00
pr139        pr140           12.80   285.30     6.77     0.00     0.00     0.00     0.00
pr140        pr141           10.89   267.57   -13.85     0.00     0.00     0.00     0.00
pr141        pr142            6.82   250.80   -53.59     0.00     0.00     0.00     0.00
pr142        pr142'           9.55   330.30   -11.27     0.00     0.00     0.00     0.00  ;domiar
pr137        pr143           13.88   201.44   -47.61     0.00     0.00     0.00     0.00
pr143        pr144            9.97   205.88    17.37     0.00     0.00     0.00     0.00
pr144        pr145           16.57   341.25    48.40     0.00     0.00     0.00     0.00
pr145        pr146           18.04    90.17    -0.03     0.00     0.00     0.00     0.00
pr146        pr147            4.10    37.75    -0.92     0.00     0.00     0.00     0.00
pr147        pr107            5.81   114.25    39.22     0.00     0.00     0.00     0.00
pr145        pr149            4.27    37.21   -13.75     0.00     0.00     0.00     0.00
pr149        pr150            8.76   324.45   -30.70     0.00     0.00     0.00     0.00
pr150        pr151           10.27     4.45   -41.02     0.00     0.00     0.00     0.00
pr151        pr140            3.54    99.34    -7.75     0.00     0.00     0.00     0.00

[495] Ciekawa Interessante Höhle
SURVEY NAME: 2013-08-13 - STUDNIA RT
SURVEY DATE: 8 13 2013  COMMENT:   Tomasz Olczak (palm + spray), Rafal Klimara  (Disto)
SURVEY TEAM:

DECLINATION:     2.90  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

rt012        rt011            5.54    11.45     2.20     0.00     0.00     0.00     0.00
rt011        rt011.1          9.42   334.57    16.01     0.00     0.00     0.00     0.00  ;domiar
rt011        rt010            6.82    73.65   -24.64     0.00     0.00     0.00     0.00
rt010        rt010.1          8.96   346.21   -40.29     0.00     0.00     0.00     0.00  ;domiar
rt010        rt009           11.38   147.17    46.46     0.00     0.00     0.00     0.00
rt009        rt008           14.14    99.01    20.48     0.00     0.00     0.00     0.00
rt008        rt008.1         14.50   303.93    25.53     0.00     0.00     0.00     0.00  ;domiar
rt008        rt007           52.40     7.16    88.39     0.00     0.00     0.00     0.00
rt007        rt006            5.58   108.42    42.49     0.00     0.00     0.00     0.00
rt006        rt005            8.14   194.71    22.85     0.00     0.00     0.00     0.00
rt005        rt004            9.78   215.63    34.95     0.00     0.00     0.00     0.00
rt004        rt003            8.01   126.88    14.29     0.00     0.00     0.00     0.00
rt003        rt002           10.86   186.66    22.14     0.00     0.00     0.00     0.00
rt002        rt002.1          8.63    58.53    63.68     0.00     0.00     0.00     0.00  ;domiar
rt001        rt002            9.84   254.70   -48.62     0.00     0.00     0.00     0.00
wm041i       rt001           14.80   354.77   -24.72     0.00     0.00     0.00     0.00

[495] Ciekawa Interessante Höhle
SURVEY NAME: 2013-08-14 - ZACH DOM
SURVEY DATE: 8 14 2013  COMMENT:   Tomasz Olczak (palm + spray), Rafal Klimara  (Disto)
SURVEY TEAM:

DECLINATION:     2.90  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

wm162.02     wm162.03         3.15   275.50   -70.23     0.00     0.00     0.00     0.00
wm162.03     wm162.04         8.30   199.30    13.14     0.00     0.00     0.00     0.00
wm162.04     wm162.05        11.29   112.78    38.43     0.00     0.00     0.00     0.00
wm162.05     wm162.06        15.81   139.57    17.61     0.00     0.00     0.00     0.00
wm162.06     wm162.07        13.12   162.25    17.09     0.00     0.00     0.00     0.00
wm162.07     wm162.08         7.19   161.05    15.00     0.00     0.00     0.00     0.00
wm162.08     wm162.09         9.81   200.59    30.88     0.00     0.00     0.00     0.00
wm162.09     wm162.10        21.00   216.12    74.24     0.00     0.00     0.00     0.00
wm162.10     wm162.11         2.56   295.07   -18.21     0.00     0.00     0.00     0.00
wm162.11     wm162.12         7.91   328.13    56.87     0.00     0.00     0.00     0.00
wm162.12     wm162.13        43.86   219.63    37.43     0.00     0.00     0.00     0.00
wm162.13     wm162.14        10.93   170.41     4.87     0.00     0.00     0.00     0.00
wm162.14     wm162.15        12.24   277.27     0.26     0.00     0.00     0.00     0.00
wm162.15     wm162.16         6.46   296.93    -2.38     0.00     0.00     0.00     0.00
wm162.16     wm162.17         5.58   277.24   -10.26     0.00     0.00     0.00     0.00
wm162.17     wm162.18        12.86   207.60    10.65     0.00     0.00     0.00     0.00
wm162.18     wm162.19         7.84   110.14     4.45     0.00     0.00     0.00     0.00
wm162.19     wm162.20         6.96   116.57    15.34     0.00     0.00     0.00     0.00
wm162.20     wm162.21         8.14   195.59    15.29     0.00     0.00     0.00     0.00
wm162.04     wm162.22         6.33    86.36   -48.78     0.00     0.00     0.00     0.00
wm162.22     wm162.23        11.02   155.67   -36.03     0.00     0.00     0.00     0.00
wm162.23     wm162.24         2.49   109.40   -37.82     0.00     0.00     0.00     0.00
wm162.24     wm162.25         9.81     7.86   -34.41     0.00     0.00     0.00     0.00
wm162.25     wm162.26        18.60   103.29   -29.05     0.00     0.00     0.00     0.00
wm162.26     wm162.27         9.19   336.88   -67.06     0.00     0.00     0.00     0.00
wm162.27     wm162.28         6.59    32.32    -9.09     0.00     0.00     0.00     0.00
wm162.28     wm162.29         4.53    50.41    19.44     0.00     0.00     0.00     0.00
wm162.29     wm162.30         8.01    42.03    41.89     0.00     0.00     0.00     0.00
wm162.30     wm162.31         8.92    90.42    30.55     0.00     0.00     0.00     0.00
wm162.31     wm162.32         9.84    25.18     7.14     0.00     0.00     0.00     0.00
wm162.29     wm162.33         8.56   183.05   -48.03     0.00     0.00     0.00     0.00
wm162.33     wm162.34         7.45    64.37    18.19     0.00     0.00     0.00     0.00
wm162.34     wm162.35         9.61   153.16   -10.40     0.00     0.00     0.00     0.00
wm162.35     wm162.36        10.89   203.92    43.50     0.00     0.00     0.00     0.00
wm162.36     wm162.37         9.71   331.43    51.79     0.00     0.00     0.00     0.00
wm162.37     wm162.38        11.88    81.92    23.38     0.00     0.00     0.00     0.00
wm162.38     wm162.39        17.22   314.45    42.36     0.00     0.00     0.00     0.00
wm162.39     wm162.40         7.05   345.94    49.87     0.00     0.00     0.00     0.00
wm162.40     wm162.41         9.68   192.87    25.94     0.00     0.00     0.00     0.00
wm162.34     wm162.42         9.32   112.87   -16.63     0.00     0.00     0.00     0.00
wm162.42     wm162.43         9.35    61.58    -3.60     0.00     0.00     0.00     0.00
wm162.43     wm162.44         7.15    76.80    13.68     0.00     0.00     0.00     0.00
wm162.44     wm162.45        18.31   102.54   -48.35     0.00     0.00     0.00     0.00
wm162.45     wm162.46        10.10   143.66     3.24     0.00     0.00     0.00     0.00
wm162.04     wm162.47         4.00   262.29    15.65     0.00     0.00     0.00     0.00
wm162.47     wm162.48         9.38   153.74    13.46     0.00     0.00     0.00     0.00

[495] Ciekawa Interessante Höhle
SURVEY NAME: 2013-08-16 - PIETRO KUTASOW
SURVEY DATE: 8 16 2013  COMMENT:   Dariusz Lubomski(kartowanie), Michal Humienik(spray)
SURVEY TEAM:

DECLINATION:     2.90  FORMAT: DMMDLRUDLADN  CORRECTIONS:  0.00 0.00 0.00

    FROM      TO   LENGTH  BEARING      DIP     LEFT       UP     DOWN    RIGHT

zg027        zg027.01        38.62   156.60    35.82     0.00     0.00     0.00     0.00
zg027.01     zg027.02        16.31    80.84    59.55     0.00     0.00     0.00     0.00
zg027.02     zg027.03        16.83   180.65    19.68     0.00     0.00     0.00     0.00
zg027.03     zg027.04         8.46   133.36    27.25     0.00     0.00     0.00     0.00
zg027.04     zg027.05         8.83   224.77    10.98     0.00     0.00     0.00     0.00
zg027.05     zg027.06        18.08   129.11    17.08     0.00     0.00     0.00     0.00
zg027.06     z27.06.1        26.87   269.54    76.77     0.00     0.00     0.00     0.00  ;domiar
zg027.05     zg027.07        12.86   207.40    14.72     0.00     0.00     0.00     0.00
zg027.07     zg027.7'         9.68   255.93   -17.95     0.00     0.00     0.00     0.00  ;domiar
zg027.04     zg027.08         9.74    85.37    19.48     0.00     0.00     0.00     0.00
zg027.08     zg027.09         8.99    71.78    12.23     0.00     0.00     0.00     0.00
zg027.09     z27.09.1        33.46   185.92   -65.23     0.00     0.00     0.00     0.00  ;domiar
zg027.09     zg027.10         6.59   113.39   -17.67     0.00     0.00     0.00     0.00
zg027.10     zg027.11        40.62   120.67    36.70     0.00     0.00     0.00     0.00
zg027.11     zg027.12        10.30   152.71   -44.53     0.00     0.00     0.00     0.00
zg027.12     zg027.13         3.97   181.77     8.94     0.00     0.00     0.00     0.00
zg027.13     zg027.14        17.81    86.39     0.84     0.00     0.00     0.00     0.00
zg027.14     zg027.15        10.27    23.64     0.77     0.00     0.00     0.00     0.00
zg027.15     zg27.15'        11.48   322.25    32.10     0.00     0.00     0.00     0.00  ;domiar
zg027.15     zg027.16        14.27   170.89   -33.52     0.00     0.00     0.00     0.00
zg027.16     zg027.17         3.64    69.49   -15.84     0.00     0.00     0.00     0.00
zg027.17     zg027.18         6.69   210.07     9.95     0.00     0.00     0.00     0.00
zg027.18     z27.18.1        16.44   262.31   -74.08     0.00     0.00     0.00     0.00  ;domiar
zg027.17     zg027.19        16.24   111.10    13.61     0.00     0.00     0.00     0.00
zg027.19     zg027.20         6.56   345.02   -12.86     0.00     0.00     0.00     0.00
zg027.20     zg027.21        13.42   341.37   -45.31     0.00     0.00     0.00     0.00
zg027.21     zg027.22         3.77    39.31     6.60     0.00     0.00     0.00     0.00
zg027.22     zg027.23         6.53   156.48   -71.23     0.00     0.00     0.00     0.00
zg027.23     zg027.24         3.64   209.98   -32.99     0.00     0.00     0.00     0.00
zg027.24     zg027.25        42.68   159.50    37.26     0.00     0.00     0.00     0.00
zg027.25     zg027.26         6.66   256.18    -0.82     0.00     0.00     0.00     0.00
zg027.26     zg027.27         7.02   149.84   -11.69     0.00     0.00     0.00     0.00
zg027.27     z27.27.1        18.70   262.95   -77.70     0.00     0.00     0.00     0.00  ;domiar
zg027.24     zg027.28        12.34   108.18     7.95     0.00     0.00     0.00     0.00
